content_quality,user_toxicity,moderation_pressure,engagement,strictness,threshold,next_content_quality,next_user_toxicity,next_moderation_pressure,next_engagement
0.3449765510836051,0.6515433072450407,0.39419415978580813,0.4473860833744823,0.4566662022828729,0.25998494949080175,0.3515784288033316,0.6735496060789963,0.5618074275617211,0.2887443207840377
0.4279041292200138,0.7010515284806527,0.32426727388141896,0.34191218659764855,0.24672360788274705,0.38254534577572263,0.4385596400112498,0.7999992254407153,0.6097064448169968,0.2783400769601445
0.2560894184943977,0.7603441225038131,0.37197870542716804,0.8374478015957112,0.5947088074664698,0.42947719476029766,0.24762926896516005,0.6317279601198122,0.5278282582427546,0.5880245733617137
0.7227808637737408,0.10554612948549331,0.07155796566003025,0.24245032112888484,0.15204127438822362,0.769331322352,0.9603959581225683,0.10658883591175916,0.09257648781106759,0.34532045803767436
0.6486640192134954,0.1559711805780919,0.022930702471554272,0.3389596317257502,0.5879973262260968,0.6999169470416987,0.831064553968276,0.0,0.009172280988621708,0.21376673249708344
0.3770549546168044,0.6389348913256123,0.3740670588806897,0.27348808860773577,0.5160544169422486,0.5280261676059679,0.4184165389929918,0.518091774117876,0.4604818880230015,0.08767390187148899
0.2821665753176291,0.5956103591765165,0.3140151179658948,0.8586346853262755,0.3612326150446683,0.5422663846432397,0.3413307814209696,0.5619642362924196,0.4627845889618097,0.7588963059686381
0.744217585880588,0.08494481522053557,0.006480197190532354,0.22607390048162862,0.7629900073215435,0.4140519960161536,0.8916195844162793,0.0,0.002592078876212942,0.02758993377674976
0.6745021358891695,0.1360751231179323,0.04237129128910784,0.2578290038320358,0.11250912539295516,0.45404088842382184,0.8659143230567894,0.28695329251263046,0.1891204920232214,0.3743594165119718
0.8291061397356521,0.24438742297966787,0.15994360135207072,0.7947166165054381,0.1592357213872723,0.4150794371265636,0.9824147308691938,0.38281421529667903,0.29366596971883574,0.8662212712158683
0.7551832408435349,0.19440060897465294,0.04100538776032464,0.8234470642716196,0.6327378852939973,0.5547786726246363,0.9286356637847354,0.0,0.016402155104129856,0.6681979998296904
0.49279898784196663,0.8003532897892024,0.36792065716434497,0.8680818012523817,0.708628038893518,0.5367663185416978,0.48293239835233925,0.5604699390364125,0.4834502262875855,0.5536971238477821
0.338512424058269,0.633289244048893,0.30260430744810884,0.2619282975727748,0.8166108765388155,0.4852221339092671,0.37042008938193677,0.34923386456189687,0.3305820417163816,0.0
0.8451766245312922,0.20095001655310749,0.025722314735836943,0.7232791773163247,0.7044409108344389,0.3372788992949735,0.9912762692640679,0.043373910334454674,0.03631327209500758,0.5308687185884837
0.8311460249670687,0.1411866538487571,0.11542484610992586,0.3146529622822786,0.33650694867017117,0.26329655589816237,0.9936554765468177,0.23396386228738944,0.18654825581640402,0.3181621571774417
0.7235119898116481,0.12566337165566782,0.11126393535447837,0.304853877467402,0.74595212413125,0.737654779954096,0.874321564985398,0.0,0.04450557414179135,0.10674514107064342
0.3741815201463661,0.6460955615420293,0.27209414150261113,0.2650610026766991,0.2317246825143534,0.5204536516252652,0.418172796228502,0.6988792913833112,0.5281652314310311,0.2199795491111165
0.46044835484197066,0.6710863143530057,0.32724011175894957,0.8726468163266754,0.35856234561660416,0.5112743730460196,0.49330413838925913,0.6514391577646355,0.5217595393623611,0.7591483806477721
0.7668630843310894,0.1926763596629192,0.05521371139245648,0.7076991491772147,0.6570434182718307,0.6273623539546653,0.9354544006767231,0.0,0.022085484556982594,0.5406421681087155
0.8030115104970513,0.32316210562426434,0.1766584199288128,0.7403819517609439,0.21591589767297847,0.49367165616653785,0.9409851595962969,0.39614390455386217,0.30834971070384243,0.7677915817996018
0.8579364261681552,0.16158891883580553,0.04633474889469051,0.28928377583719034,0.2937279506219407,0.6818838538279376,1.0,0.11259860693146609,0.08609306371675586,0.3101020167590589
0.8702602652939094,0.26961628767459517,0.13865289126652616,0.7059679590735115,0.7682419964713904,0.3924680389830415,1.0,0.05168387419854442,0.08647148102573712,0.46792370330289734
0.5789672804750672,0.7431489463263041,0.33745939496713845,0.7951623850711405,0.6689196259504142,0.6857006276838293,0.6049282793802272,0.46751691968252385,0.4154939097963697,0.5120727828306725
0.6968848143136948,0.12367962153175908,0.13933653101675653,0.2540287882883098,0.8493839909893877,0.282512566487596,0.8270080161158173,0.0,0.05573461240670261,0.004600868487264209
0.7081209304118443,0.13385930327910497,0.08674834864277459,0.39361595586603604,0.2828400174378397,0.3049729562575617,0.8789030938302633,0.24216611031337648,0.17999900564513574,0.4254240864912952
0.8181943262208553,0.22695813581346663,0.10318573205195807,0.2837754521085553,0.8177726063626615,0.7402508342979983,0.954639804948323,0.0,0.04127429282078323,0.029497521764531243
0.3398602754428274,0.5153385643135203,0.28125464673310907,0.4816152722881371,0.785059433502474,0.4427048762733141,0.4026821026315195,0.2672209537027104,0.27283443091486986,0.18601784267419608
0.7659987639210755,0.21161268485805018,0.0700887715277067,0.7646536236649341,0.10404926707697496,0.2964848308504992,0.9160121528241808,0.43058919227166553,0.286389023974082,0.8703064531548366
0.21205431065276242,0.6196822334987352,0.2906749514360724,0.8497571527674485,0.24305816737706307,0.419881270749716,0.2516742297455665,0.705894824772611,0.5398068754379955,0.8042916223791698
0.7712243122028225,0.14702677924810048,0.08080648224546572,0.25661794550103123,0.3941726424475468,0.3591214206090353,0.9423273960525256,0.16687462553595833,0.13244736821976127,0.23012626842763775
0.5315890907152315,0.7059281284053196,0.3514777963182903,0.8955256109247334,0.447515492408343,0.41004704461680547,0.5400659876994854,0.6734000151135917,0.5446311275954712,0.7305822390394979
0.7867671583381023,0.33600845832948095,0.12514635134392635,0.7812833673882503,0.32461788995268465,0.2145895798588723,0.885223012623269,0.4554018924143213,0.32329967598616327,0.7517727307460118
0.7108374468917238,0.18784327697964923,0.11925040357345121,0.7663611693182933,0.8624574776191626,0.39845018280230826,0.8383459513678913,0.0,0.04770016142938049,0.4975637751127822
0.4547537767655331,0.7777049794903608,0.3717454041149113,0.9022785584173159,0.3535376041250221,0.3016956480116555,0.4305750085973231,0.8449041578106853,0.6556406563323757,0.7699687604567326
0.8548164894770545,0.18322944879645803,0.03760468089620474,0.781755627545099,0.38691742503693116,0.3524981894418433,1.0,0.21007971799756203,0.1410897031570191,0.7516510252673418
0.5357787360348283,0.7560784526368234,0.43072932892015686,0.9041525621587638,0.3875929209758041,0.37615510655869605,0.5263419546113086,0.7730606574278625,0.6361281260247802,0.7591404111434971
0.2448566055909348,0.5489506780422404,0.28424266264846887,0.3267048864956277,0.10414789021918942,0.5767366489691816,0.3272968422501807,0.6557672843230541,0.50715743565322,0.3648408057775849
0.8165440663986043,0.1494101305252056,0.08351411136521887,0.31161480790882023,0.3703961254812287,0.4253497715839665,0.995355077321494,0.15703254660288182,0.12762517250781663,0.29653471906316475
0.6889547656126583,0.6324195265778603,0.2934581045895518,0.8043293731338792,0.8854727106484249,0.7033601012416182,0.7459226655753259,0.2197918596921581,0.24925835765111556,0.4351091124940947
